# Time, Flux
3.081632106219884008e+03 1.017626694771790907e+00
3.081652539920061827e+03 1.017620172084339192e+00
3.081672973420005292e+03 1.017664622991416579e+00
3.081693407020065933e+03 1.017575238015228534e+00
3.081713840719778091e+03 1.017672836745985299e+00
3.081734274220187217e+03 1.017481021418706000e+00
3.081754707919899374e+03 1.017628144257891165e+00
3.081775141419842839e+03 1.017629835325008392e+00
3.081795575019903481e+03 1.017657858722948339e+00
3.081816008720081300e+03 1.017675494137169290e+00
3.081836442220024765e+03 1.017598429792833992e+00
3.081856875820085406e+03 1.017574030110145022e+00
3.081877309519797564e+03 1.017539484024753360e+00
3.081897743020206690e+03 1.017749659509303628e+00
3.081918176619801670e+03 1.017675252556152543e+00
3.081938610319979489e+03 1.017582485445730267e+00
3.081959043920040131e+03 1.017747726861169877e+00
3.081979477419983596e+03 1.017174213527465731e+00
3.081999911120161414e+03 1.017334864903587599e+00
3.082020344720222056e+03 1.017352741898825297e+00
3.082040778220165521e+03 1.017241373050115305e+00
3.082061211919877678e+03 1.016199192543965513e+00
3.082081645519938320e+03 1.017348635021540826e+00
3.082102079019881785e+03 1.017323269014784870e+00
3.082122512720059603e+03 1.017371102056096266e+00
3.082142946320120245e+03 1.017381006877781990e+00
3.082163379820063710e+03 1.017353949803908808e+00
3.082183813519775867e+03 1.017371102056096266e+00
3.082204247119836509e+03 1.017377866324564506e+00
3.082224680619779974e+03 1.017400816521153439e+00
3.082245114319957793e+03 1.017335348065621092e+00
3.082265547920018435e+03 1.017501555805127467e+00
3.082285981419961900e+03 1.017379074229648239e+00
3.082306415120139718e+03 1.017357815100176532e+00
3.082326848720200360e+03 1.017435604187561848e+00
3.082347282319795340e+03 1.017337522294771590e+00
3.082367715919855982e+03 1.017543590902037609e+00
3.082388149519916624e+03 1.017408547113688666e+00
3.082408583119977266e+03 1.017428598338076640e+00
3.082429016820155084e+03 1.017584176512847272e+00
3.082449450320098549e+03 1.017453722763816071e+00
3.082469884019810706e+03 8.981291280110336173e-01
3.082490317520219833e+03 1.017282200241941714e+00
